SUBSTATION_VOLTAGE,SYS_NAME,EXISTING_GEN,QUEUED_GEN,TOTAL_GEN,PROJECTED_LOAD,PENETRATION_LEVEL,MAX_REMAIN_CAP,PERCENT_15_CAP,NOTE,CIRCUIT_ID,CIRCUIT_NAME,CIRCUIT_VOLTAGE,SUB_NAME,OBJECTID,Shape__Length
66/12 kV,Antelope 220/66 System,0.69,0.051,0.74,8.97,11.15,9,0.35,Interconnection studies in this area have identified adequate deliverability.,2173097,Nasa,12,Shuttle,2298,42177.2275638091
12/4.16 kV,Center 220/66 System,0.216,0.007,0.223,1.14,19.31,2.08,0,Interconnection studies in this area have identified adequate deliverability.,2186388,Nash,4,Downey,2299,19764.7950700093
66/12 kV,San Bernardino 220/66 System,0.832,0.014,0.846,8.33,11.37,9.05,0.3,Interconnection studies in this area have identified adequate deliverability.,2173098,Nashville,12,Tennessee,2300,58923.337616999
16/4.16 kV,La Cienega 220/66 System,0.017,0,0.017,2.02,0.84,2.28,0.29,Interconnection studies in this area have identified adequate deliverability.,2186459,Nason,4,Bedford,2301,9471.40332826057
66/12 kV,Del Amo 220/66 System,2.035,0.2,2.236,6.71,33.34,7.76,0,Interconnection studies in this area have identified adequate deliverability.,2177676,Moody,12,Carmenita,2302,24852.1083347392
66/4.16 kV,La Fresa 220/66 System,0.103,0,0.103,0.88,11.75,2.2,0.03,Interconnection studies in this area have identified adequate deliverability.,2177677,Moon,4,Walteria,2303,17631.45422992
66/12 kV,Antelope 220/66 System,1.995,0.013,2.008,7.36,28.65,7.89,0,Interconnection studies in this area have identified adequate deliverability.,2180688,Moonglow,12,Quartz Hill,2304,41374.1506246104
66/4.16 kV,Mesa 220/66 System,0.094,0,0.094,1.36,7.28,2.2,0.11,Interconnection studies in this area have identified adequate deliverability.,2177678,Moonbeam,4,Repetto,2305,22493.294051353
66/16 kV,La Fresa 220/66 System,0.383,0,0.383,3.77,11.75,12.76,0.12,Interconnection studies in this area have identified adequate deliverability.,2180759,Shoreline,16,Marymount,2306,68589.841646799
115/12 kV,Victor 220/115 System,1.201,0.018,1.219,7.85,16.44,8.71,0,Interconnection studies in this area have identified adequate deliverability.,2173279,Nassau,12,Victor,2307,55747.4087124773
66/12 kV,Etiwanda 220/66 System,0.247,0,0.247,4.43,5.57,9.75,0.42,Interconnection studies in this area have identified adequate deliverability.,2181809,Nastase,12,Wimbledon,2308,47859.9767374735
66/12 kV,Villa Park 220/66 System,0.011,0,0.011,9.42,0.11,9.99,1.4,Interconnection studies in this area have identified adequate deliverability.,2177951,Natalie,12,La Veta,2309,32550.3646939895
115/12 kV,Valley 'Ab' 500/115 System,0.341,0.01,0.351,3,12.85,9.61,0.06,Deliverability in this area has not been determined by previous interconnection studies.,2186460,Nations,12,Valley,2310,41592.5450302405
66/4.16 kV,Laguna Bell Ab 220/66 System,0.007,0,0.007,1.88,0.39,2.29,0.27,Interconnection studies in this area have identified adequate deliverability.,2181810,National,4,Cudahy,2311,16384.213191553
66/16 kV,Santa Clara 220/66 System,0.936,0.015,0.951,5.17,19.7,12.18,0,Interconnection studies in this area have identified adequate deliverability.,2173280,Naumann,16,Levy,2312,46117.2355198502
66/12 kV,Ellis 'C' 220/66 System,0.83,0,0.83,9.93,8.56,9.15,0.64,Interconnection studies in this area have identified adequate deliverability.,2180760,Moonwalk,12,Gisler,2313,64395.0684259195
66/4.16 kV,Laguna Bell De 220/66 System,0.029,0,0.029,1.98,1.62,2.27,0.26,Interconnection studies in this area have identified adequate deliverability.,2177759,Moore,4,Fruitland,2314,14834.3388803414
115/12 kV,El Casco 220/115 System,0.966,0,0.966,8.05,12.57,8.99,0.2,Deliverability in this area has not been determined by previous interconnection studies.,2173281,Navel,12,Mentone,2315,37262.304648222
66/12 kV,Rector 220/66 System,1.646,0.513,2.159,5.98,51.34,6.93,0,Interconnection studies in this area have identified inadequate deliverability.,2173282,Navigator,12,Hanford,2316,67869.8337446153
66/16 kV,La Cienega 220/66 System,0.148,0.006,0.154,10.97,1.78,13,1.45,Interconnection studies in this area have identified adequate deliverability.,2186461,Navy,16,Marine,2317,77243.8031109571
33/12 kV,Vista 220/115 System,0.78,0,0.78,6.36,12.53,9.2,0.16,Interconnection studies in this area have identified adequate deliverability.,2173283,Naylor,12,Rubidoux,2318,52762.1356561804
115/12 kV,Valley 'D' 500/115 System,2.112,0.015,2.127,8.2,27,7.78,0,Deliverability in this area has not been determined by previous interconnection studies.,2173856,Neapolitan,12,Newcomb,2319,60274.0119228124
66/12 kV,Etiwanda 220/66 System,4.015,0.03,4.045,5.76,76.88,5.58,0,Interconnection studies in this area have identified adequate deliverability.,2180761,Mora,12,Randall,2320,15282.9213190904
66/12 kV,Padua 220/66 System,0.424,0,0.424,10,4.58,9.54,1.04,Interconnection studies in this area have identified adequate deliverability.,2180762,Moran,12,Layfair,2321,58578.9945240146
66/16 kV,Saugus 220/66 System,1.645,0.018,1.663,13.2,13.49,11.42,0.2,Interconnection studies in this area have identified adequate deliverability.,2177760,Moreland,16,Santa Susana,2322,68870.2611818609
115/12 kV,El Casco 220/115 System,0,0,0,4.93,0,10,0.74,Deliverability in this area has not been determined by previous interconnection studies.,2180763,Morello,12,Maraschino,2323,59832.6378152314
66/16 kV,Saugus 220/66 System,1.445,0.007,1.453,10.54,14.2,11.7,0.08,Interconnection studies in this area have identified adequate deliverability.,2173857,Neargate,16,Newhall,2324,92209.6169109046
16/4.16 kV,Laguna Bell De 220/66 System,0.101,0,0.101,2.3,4.51,2.2,0.24,Interconnection studies in this area have identified adequate deliverability.,2181811,Nebraska,4,South Gate,2325,17730.4025509165
115/12 kV,Victor 220/115 System,1.19,0.019,1.208,7.6,17.01,8.71,0,Interconnection studies in this area have identified adequate deliverability.,2174019,Needle,12,Aqueduct,2326,54817.2346227982
66/4.16 kV,Del Amo 220/66 System,0.153,0,0.153,2.3,6.94,2.14,0.19,Interconnection studies in this area have identified adequate deliverability.,2177953,Negel,4,Somerset,2327,18030.6503653294
33/12 kV,Devers 220/115 System,0.317,0.007,0.324,2.68,16.44,9.56,0,Deliverability in this area has not been determined by previous interconnection studies.,2177761,Morongo,12,Morongo P.T.,2328,55065.6473126991
16/4.16 kV,La Fresa 220/66 System,0.193,0.031,0.223,1.68,12.27,2.09,0.05,Interconnection studies in this area have identified adequate deliverability.,2180764,Morgan,4,Ditmar,2329,18227.6873136801
33/12 kV,Vista 220/115 System,0.063,0,0.063,5.4,1.16,9.94,0.75,Interconnection studies in this area have identified adequate deliverability.,2177762,Moritz,12,Huston,2330,116154.055681667
66/16 kV,Saugus 220/66 System,1.652,0.183,1.836,11.51,10.81,11.95,0.48,Interconnection studies in this area have identified adequate deliverability.,2180765,Morrie,16,Saugus,2331,54376.0221243684
115/12 kV,Valley 'D' 500/115 System,0.636,0.002,0.638,4.47,15.8,9.29,0,Deliverability in this area has not been determined by previous interconnection studies.,2172947,Morris,12,Auld,2332,48338.6117824467
66/12 kV,Ellis 'A' 220/66 System,1.387,0.011,1.398,8.32,27.61,7.7,0,Interconnection studies in this area have identified adequate deliverability.,2186380,Morrison,12,Ellis,2333,50743.5688975349
66/12 kV,Padua 220/66 System,1.16,0.006,1.166,7.4,16.06,8.81,0,Interconnection studies in this area have identified adequate deliverability.,2177954,Neibel,12,Live Oak,2334,23059.811650988
66/16 kV,La Fresa 220/66 System,0.091,0,0.091,10.25,1,13.1,1.44,Interconnection studies in this area have identified adequate deliverability.,2181812,Nelson,16,Victoria,2335,53789.9019961985
66/12 kV,Center 220/66 System,1.066,2.853,3.919,10,0.36,9.96,1.46,Interconnection studies in this area have identified adequate deliverability.,2178428,Nelles,12,Santa Fe Springs,2336,44853.1386891047
66/4.16 kV,Padua 220/66 System,0.173,0,0.173,1.83,9.96,2.12,0.09,Interconnection studies in this area have identified adequate deliverability.,2181813,Nemaha,4,Layfair,2337,25857.8661212965
66/12 kV,Villa Park 220/66 System,1.074,0.036,1.11,7.2,16.22,8.83,0,Interconnection studies in this area have identified adequate deliverability.,2174020,Nepal,12,Modena,2338,50419.4764545345
66/16 kV,La Cienega 220/66 System,0.359,0.268,0.627,7.96,8.21,12.55,0.54,Interconnection studies in this area have identified adequate deliverability.,2178499,Neon,16,Marine,2339,53308.7127922901
66/12 kV,Johanna 220/66 System,0.161,0,0.161,6.64,2.42,9.84,0.83,Interconnection studies in this area have identified adequate deliverability.,2180766,Morse,12,Cabrillo,2340,89554.0517111063
66/4.16 kV,Springville 220/66 System,0.229,0,0.229,2.04,11.5,2.07,0.07,Interconnection studies in this area have identified inadequate deliverability.,2172948,Morton,4,Porterville,2341,21977.0163015027
66/12 kV,Chino 220/66 System,9.013,0,9.013,7.9,92.72,2.68,0,Interconnection studies in this area have identified adequate deliverability.,2173089,Mosquito,12,Kimball,2342,68310.3379267099
66/12 kV,Rio Hondo 220/66 System,0.114,0.095,0.209,3.02,7.78,9.77,0.22,Interconnection studies in this area have identified adequate deliverability.,2180767,Mossberg,12,Dalton,2343,17900.8237808379
66/12 kV,Hinson 220/66 System,0.333,0.015,0.348,3.53,10.24,9.64,0.17,Interconnection studies in this area have identified adequate deliverability.,2177764,Mossman,12,Los Cerritos,2344,29593.5878048077
66/12 kV,Chino 220/66 System,0.509,0,0.509,7.64,6.14,9.53,0.68,Interconnection studies in this area have identified adequate deliverability.,2180768,Mosebrook,12,Narod,2345,50967.2616358157
12/4.16 kV,Ellis 'A' 220/66 System,0.206,0,0.206,2.24,9.56,2.09,0.12,Interconnection studies in this area have identified adequate deliverability.,2187383,Nordina,4,Costa Mesa,2346,17912.2503095169
66/4.16 kV,Hinson 220/66 System,0.061,0,0.061,2.03,3.45,2.23,0.23,Interconnection studies in this area have identified adequate deliverability.,2174210,Norman,4,Bowl,2347,12946.3155343006
66/4.16 kV,La Fresa 220/66 System,0.066,0,0.066,2.3,3.05,2.23,0.27,Interconnection studies in this area have identified adequate deliverability.,2174211,Normandie,4,Howard,2348,22772.5136657284
66/12 kV,Lighthipe 220/66 System,0.006,0,0.006,7.63,0.08,9.99,1.14,Interconnection studies in this area have identified adequate deliverability.,2177766,Motz,12,Lighthipe,2349,27952.2010688949
33/4.16 kV,San Bernardino 220/66 System,0.073,0,0.073,1.36,5.59,2.22,0.13,Interconnection studies in this area have identified adequate deliverability.,2180849,Mountain,4,Arro,2350,7179.47066860663
16/4.16 kV,La Cienega 220/66 System,0.114,0.004,0.118,1.86,6.58,2.18,0.16,Interconnection studies in this area have identified adequate deliverability.,2177767,Mowder,4,Windsor Hills,2351,18221.9324758896
16/4.16 kV,La Cienega 220/66 System,0.159,0.012,0.171,0.91,19.52,2.12,0,Interconnection studies in this area have identified adequate deliverability.,2180850,Moynier,4,Moynier P.T.,2352,5353.16899499288
115/12 kV,Valley 'D' 500/115 System,0.208,0.007,0.215,8.76,2.45,9.79,1.1,Deliverability in this area has not been determined by previous interconnection studies.,2177768,Muddy,12,Elsinore,2353,68774.3775164868
33/12 kV,Devers 220/115 System,1.346,0.01,1.356,5.38,21.51,8.84,0,Deliverability in this area has not been determined by previous interconnection studies.,2178589,North Adobe,12,Twentynine Palms,2354,100127.431781186
66/12 kV,Lighthipe 220/66 System,0.264,0,0.264,7.01,3.47,9.76,0.81,Interconnection studies in this area have identified adequate deliverability.,2178590,No American,12,Sunnyside,2355,35363.8619238749
16/4.16 kV,La Fresa 220/66 System,0.208,0.007,0.215,2.1,12.14,2.04,0.06,Interconnection studies in this area have identified adequate deliverability.,2178591,No Beach,4,Manhattan,2356,10342.0383803154
12/2.4 kV,Vista 220/115 System,0.013,0,0.013,0.73,1.82,1.29,0.1,Interconnection studies in this area have identified adequate deliverability.,2181891,North Bay,2.4,North Bay P.T.,2357,10226.9826127322
115/12 kV,Vista 220/115 System,0.774,0.022,0.796,10,8.47,9.15,0.65,Interconnection studies in this area have identified adequate deliverability.,2178592,Northpark,12,Shandin,2358,133979.793085077
33/12 kV,Vista 220/115 System,0.13,0.209,0.339,8.36,4.13,9.65,0.91,Interconnection studies in this area have identified adequate deliverability.,2181645,Muffin,12,Sixteenth Street,2359,77949.4265117778
66/12 kV,Santiago 220/66 System,0.668,0.14,0.808,9.35,7.18,9.33,0.73,Interconnection studies in this area have identified adequate deliverability.,2181647,Muirlands,12,Irvine,2360,70778.789653827
33/12 kV,Kramer 220/115 System,0.14,0.205,0.346,0.45,32.92,9.85,0,Interconnection studies in this area have identified inadequate deliverability.,2186383,Mule Canyon,12,Yermo,2361,126817.258874941
66/16 kV,Lighthipe 220/66 System,0,0,0,5.68,0,13.2,0.85,Interconnection studies in this area have identified adequate deliverability.,2177859,Mulford,16,Fernwood,2362,1097.77341908174
66/12 kV,San Bernardino 220/66 System,1.458,0.103,1.56,8.45,18.84,8.41,0,Interconnection studies in this area have identified adequate deliverability.,2181648,Mulkey,12,Del Rosa,2363,49400.1806031734
16/4.16 kV,La Cienega 220/66 System,0.088,0,0.088,1.15,7.63,2.21,0.08,Interconnection studies in this area have identified adequate deliverability.,2187384,Northridge,4,Windsor Hills,2364,11780.8801651277
33/12 kV,Vista 220/115 System,0.042,0,0.042,2.69,0.91,9.98,0.38,Interconnection studies in this area have identified adequate deliverability.,2187385,North Shore,12,Burnt Mill,2365,63103.8984164123
16/4.16 kV,La Cienega 220/66 System,0.037,0,0.037,1.94,2.39,2.25,0.24,Interconnection studies in this area have identified adequate deliverability.,2181893,Northside,4,Ocean Park,2366,16677.9242880544
66/12 kV,Center 220/66 System,0.075,0,0.075,6.01,1.31,9.92,0.82,Interconnection studies in this area have identified adequate deliverability.,2177860,Mulligan,12,Murphy,2367,8819.67619983906
66/16 kV,Santa Clara 220/66 System,0.066,0.412,0.478,10.37,7.95,12.38,0.73,Interconnection studies in this area have identified adequate deliverability.,2181729,Mugu,16,Colonia,2368,83381.3633867249
66/16 kV,Moorpark 220/66 System,0.429,0,0.429,5.92,10.71,12.57,0.25,Interconnection studies in this area have identified adequate deliverability.,2173091,Mulholland,16,Crater,2369,72976.7913985416
66/16 kV,Saugus 220/66 System,1.646,0.183,1.829,10.14,62.95,6.82,0,Interconnection studies in this area have identified adequate deliverability.,2181814,Nero,16,Haskell,2370,43577.5642183033
66/12 kV,Mira Loma 220/66 System,0.122,0.009,0.131,3.83,3.55,9.86,0.44,Interconnection studies in this area have identified adequate deliverability.,2178502,New Castle,12,Jefferson,2371,25999.068280493
66/12 kV,Rector 220/66 System,0,0,0,4.28,18.79,9.2,0,Interconnection studies in this area have identified inadequate deliverability.,2186466,Newman,12,Octol,2372,121119.790154315
66/12 kV,Viejo 220/66 System,0.681,0.009,0.69,8.71,7.25,9.37,0.68,Interconnection studies in this area have identified adequate deliverability.,2181816,Nickel,12,Limestone,2373,33597.8191513057
66/12 kV,Rector 220/66 System,0.424,0,0.424,4.84,9.99,9.52,0.24,Interconnection studies in this area have identified inadequate deliverability.,2178504,Nickerson,12,Rector,2374,294697.2647566
16/4.16 kV,Lighthipe 220/66 System,0.132,0,0.132,2.05,7.08,2.15,0.16,Interconnection studies in this area have identified adequate deliverability.,2173093,Muriel,4,Longdon,2375,12175.5128289383
66/12 kV,Antelope 220/66 System,0.017,0,0.017,0.2,8.47,9.98,0.01,Interconnection studies in this area have identified adequate deliverability.,2186384,Muroc,12,Redman,2376,144386.870067868
66/16 kV,Moorpark 220/66 System,0.811,0.005,0.816,9.28,9.03,12.36,0.55,Interconnection studies in this area have identified adequate deliverability.,2181817,Nicholas,16,Tapia,2377,125500.880434082
66/12 kV,Etiwanda 220/66 System,3.336,0.028,3.364,4.78,75.14,6.41,0,Interconnection studies in this area have identified adequate deliverability.,2178505,Nicklin,12,Randall,2378,64959.4016053857
66/12 kV,San Bernardino 220/66 System,0.602,0,0.602,4.98,12.51,9.38,0.12,Interconnection studies in this area have identified adequate deliverability.,2174021,Nicole,12,Highland,2379,28895.3438152807
66/16 kV,Saugus 220/66 System,0.462,0,0.462,13.2,3.54,12.73,1.51,Interconnection studies in this area have identified adequate deliverability.,2178507,Nighthawk,16,Lockheed,2380,66049.4131126134
66/12 kV,San Bernardino 220/66 System,0.115,0,0.115,6.14,1.88,9.88,0.81,Interconnection studies in this area have identified adequate deliverability.,2187292,Nike,12,San Bernardino,2381,40461.8042110814
33/12 kV,Devers 220/115 System,0.976,0.021,0.997,6.4,17.27,8.89,0,Deliverability in this area has not been determined by previous interconnection studies.,2177862,Murray,12,Palm Canyon,2382,26278.2857974302
